path,lat,lon
tiles/tile_0000.jpg,19.819478986297167,72.04575498026674
tiles/tile_0001.jpg,19.82032060021683,72.0970226733596
tiles/tile_0002.jpg,19.821147526261115,72.14829297260636
tiles/tile_0003.jpg,19.821959761273362,72.19956583217974
tiles/tile_0004.jpg,19.822757302152656,72.25084120623951
tiles/tile_0005.jpg,19.823540145853855,72.30211904893264
tiles/tile_0006.jpg,19.824308289387616,72.35339931439356
tiles/tile_0007.jpg,19.825061729820447,72.40468195674435
tiles/tile_0008.jpg,19.825800464274696,72.45596693009507
tiles/tile_0009.jpg,19.8265244899286,72.5072541885439
tiles/tile_0010.jpg,19.827233804016334,72.55854368617734
tiles/tile_0011.jpg,19.827928403827986,72.60983537707061
tiles/tile_0012.jpg,19.828608286709624,72.66112921528769
tiles/tile_0013.jpg,19.829273450063326,72.71242515488166
tiles/tile_0014.jpg,19.829923891347157,72.76372314989493
tiles/tile_0015.jpg,19.83055960807525,72.81502315435944
tiles/tile_0016.jpg,19.83118059781781,72.86632512229686
tiles/tile_0017.jpg,19.831786858201102,72.91762900771894
tiles/tile_0018.jpg,19.83237838690755,72.96893476462763
tiles/tile_0019.jpg,19.832955181675672,73.02024234701535
tiles/tile_0020.jpg,19.833517240300168,73.07155170886521
tiles/tile_0021.jpg,19.834064560631905,73.12286280415132
tiles/tile_0022.jpg,19.834597140577973,73.1741755868389
tiles/tile_0023.jpg,19.835114978101657,73.22549001088458
tiles/tile_0024.jpg,19.8356180712225,73.27680603023668
tiles/tile_0025.jpg,19.836106418016293,73.32812359883535
tiles/tile_0026.jpg,19.836580016615112,73.37944267061285
tiles/tile_0027.jpg,19.83703886520734,73.43076319949377
tiles/tile_0028.jpg,19.837482962037637,73.48208513939534
tiles/tile_0029.jpg,19.837912305407034,73.53340844422752
tiles/tile_0030.jpg,19.838326893672903,73.58473306789335
tiles/tile_0031.jpg,19.838726725248957,73.63605896428916
tiles/tile_0032.jpg,19.839111798605312,73.68738608730477
tiles/tile_0033.jpg,19.839482112268456,73.73871439082377
tiles/tile_0034.jpg,19.77096151939073,72.04665071476356
tiles/tile_0035.jpg,19.771800905791885,72.09790291705171
tiles/tile_0036.jpg,19.772625643170198,72.14915772188839
tiles/tile_0037.jpg,19.77343572837854,72.20041508350934
tiles/tile_0038.jpg,19.774231158325346,72.25167495613742
tiles/tile_0039.jpg,19.775011929974674,72.30293729398268
tiles/tile_0040.jpg,19.775778040346196,72.35420205124268
tiles/tile_0041.jpg,19.776529486515273,72.40546918210273
tiles/tile_0042.jpg,19.77726626561294,72.45673864073606
tiles/tile_0043.jpg,19.777988374825963,72.50801038130408
tiles/tile_0044.jpg,19.778695811396837,72.55928435795661
tiles/tile_0045.jpg,19.779388572623855,72.61056052483217
tiles/tile_0046.jpg,19.780066655861095,72.66183883605808
tiles/tile_0047.jpg,19.78073005851845,72.7131192457508
tiles/tile_0048.jpg,19.781378778061697,72.76440170801615
tiles/tile_0049.jpg,19.782012812012454,72.81568617694948
tiles/tile_0050.jpg,19.782632157948253,72.86697260663598
tiles/tile_0051.jpg,19.783236813502544,72.91826095115086
tiles/tile_0052.jpg,19.78382677636473,72.96955116455958
tiles/tile_0053.jpg,19.78440204428016,73.02084320091814
tiles/tile_0054.jpg,19.78496261505021,73.07213701427322
tiles/tile_0055.jpg,19.78550848653222,73.12343255866253
tiles/tile_0056.jpg,19.7860396566396,73.1747297881149
tiles/tile_0057.jpg,19.78655612334179,73.22602865665067
tiles/tile_0058.jpg,19.787057884664303,73.27732911828178
tiles/tile_0059.jpg,19.787544938688757,73.32863112701212
tiles/tile_0060.jpg,19.78801728355285,73.37993463683766
tiles/tile_0061.jpg,19.788474917450436,73.43123960174677
tiles/tile_0062.jpg,19.7889178386315,73.48254597572038
tiles/tile_0063.jpg,19.789346045402187,73.53385371273231
tiles/tile_0064.jpg,19.789759536124816,73.58516276674938
